IM62v4,IM767v2,category,stratum,Athal,defline
Migut.11G088500,x,IM62+,hap-EDG,AT2G35790,"(1 of 1) PTHR13281:SF0 - TRANSMEMBRANE PROTEIN 70, MITOCHONDRIAL"
Migut.11G088600,MgIM767.11G084800,1:1,hap-EDG,AT1G21530,(1 of 2) PTHR43859:SF28 - ACYL-ACTIVATING ENZYME 10-RELATED
Migut.11G088700,x,IM62+,inv11a&b,AT2G17080,(1 of 5) PTHR33070:SF115 - T23E18.15
Migut.11G088800,MgIM767.11G104800,1:1,inv11a&b,AT3G50620,(1 of 1) PTHR32175:SF20 - SULFOTRANSFERASE
Migut.11G088900,MgIM767.11G104900,1:1,inv11a&b,AT3G50530,"(1 of 1) IPR000719//IPR001245//IPR011009//IPR011992//IPR020635 - Protein kinase domain // Serine-threonine/tyrosine-protein kinase catalytic domain // Protein kinase-like domain // EF-hand domain pair // Tyrosine-protein kinase, catalytic domain"
Migut.11G089000,MgIM767.11G105000,1:1,inv11a&b,AT2G26560,(1 of 1) PTHR32176:SF92 - PATATIN-LIKE PROTEIN 2
Migut.11G089100,MgIM767.11G105100,1:1,inv11a&b,,
Migut.11G089200,MgIM767.11G105200,1:1,inv11a&b,,
x,MgIM767.11G105300,IM767+,inv11a&b,,(1 of 1) PTHR32089:SF92 - LYSOZYME-LIKE PROTEIN-RELATED
x,MgIM767.11G105400,IM767+,inv11a&b,,
x,MgIM767.11G105500,IM767+,inv11a&b,,
Migut.11G089300,MgIM767.11G105600,1:1,inv11a&b,,
Migut.11G089400,MgIM767.11G105700,1:1,inv11a&b,AT5G66850,(1 of 1) PTHR48016:SF5 - MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 5
Migut.11G089500,MgIM767.11G105800,1:1,inv11a&b,AT5G66860,"(1 of 2) K02897 - large subunit ribosomal protein L25 (RP-L25, rplY)"
Migut.11G089600,MgIM767.11G105900,1:1,inv11a&b,AT2G23660,(1 of 1) PTHR31301:SF115 - LOB DOMAIN-CONTAINING PROTEIN 10
Migut.11G089700,MgIM767.11G106000,1:1,inv11a&b,AT4G37180,(1 of 1) PTHR31003:SF22 - TRANSCRIPTION FACTOR HHO5
Migut.11G089800,MgIM767.11G106100,1:1,inv11a&b,AT4G33950,(1 of 1) PTHR24343:SF509 - SERINE_THREONINE-PROTEIN KINASE SRK2E
Migut.11G089900,MgIM767.11G106200,1:1,inv11a&b,AT4G37170,(1 of 44) PF01535//PF13041//PF14432//PF20431 - PPR repeat (PPR) // PPR repeat family (PPR_2) // DYW family of nucleic acid deaminases (DYW_deaminase) // E motif (E_motif)
Migut.11G090000,MgIM767.11G106300,1:1,inv11a&b,AT5G66920,(1 of 19) 1.10.3.3 - L-ascorbate oxidase. / ascorbase.
Migut.11G090100,MgIM767.11G106400,1:1,inv11a&b,AT3G50440,(1 of 1) PTHR10992:SF943 - METHYLESTERASE 10
Migut.11G090200,x,IM62+,inv11a&b,AT3G18080,(1 of 1) PTHR10353:SF28 - BETA-GLUCOSIDASE 43-RELATED
Migut.11G090300,MgIM767.11G106500,1:1,inv11a&b,AT3G50410,(1 of 1) PTHR31992:SF287 - DOF ZINC FINGER PROTEIN DOF3.4
Migut.11G090400,MgIM767.11G106600,1:1,inv11a&b,AT2G23540,(1 of 1) PTHR45648:SF1 - SGNH_HYDRO DOMAIN-CONTAINING PROTEIN
Migut.11G090500,MgIM767.11G106700,1:1,inv11a&b,AT2G23520,(1 of 8) 2.8.1.9 - molybdenum cofactor sulfurtransferase. / molybdenum cofactor sulfurase.
Migut.11G090600,MgIM767.11G106800,1:1,inv11a&b,AT2G23470,(1 of 1) PTHR12770:SF31 - RUS FAMILY MEMBER 1
Migut.11G090700,MgIM767.11G106900,1:1,inv11a&b,AT4G34380,(1 of 1) PTHR22844:SF370 - OS03G0625300 PROTEIN
Migut.11G090800,MgIM767.11G107000,1:1,inv11a&b,AT4G37090,"(1 of 1) PTHR36387:SF2 - UDP-N-ACETYLMURAMOYL-L-ALANYL-D-GLUTAMATE-2, 6-DIAMINOPIMELATE LIGASE"
Migut.11G090900,MgIM767.11G107100,1:1,inv11a&b,AT2G23450,(1 of 2) PTHR46008:SF57 - PROTEIN KINASE DOMAIN-CONTAINING PROTEIN
Migut.11G091000,MgIM767.11G107200,1:1,inv11a&b,AT4G37200,"(1 of 1) PTHR47353:SF1 - THIOREDOXIN-LIKE PROTEIN HCF164, CHLOROPLASTIC"
Migut.11G091100,MgIM767.11G107300,1:1,inv11a&b,,
Migut.11G091200,MgIM767.11G107400,1:1,inv11a&b,AT4G37210,(1 of 1) PTHR15081:SF1 - NUCLEAR AUTOANTIGENIC SPERM PROTEIN
Migut.11G091300,MgIM767.11G107500,1:1,inv11a&b,AT1G49405,(1 of 1) PTHR32021:SF32 - CASP-LIKE PROTEIN 5C3
Migut.11G091400,MgIM767.11G107600,1:1,inv11a&b,AT2G22410,(1 of 32) PTHR47928:SF190 - OS04G0110500 PROTEIN
x,MgIM767.11G107700,IM767+,inv11a&b,AT5G46710,(1 of 2) PTHR31065:SF54 - PLATZ TRANSCRIPTION FACTOR FAMILY PROTEIN
Migut.11G091500,MgIM767.11G107800,1:1,inv11a&b,AT2G23755,(1 of 1) PTHR34262:SF1 - TRANSMEMBRANE PROTEIN 220
Migut.11G091600,MgIM767.11G107900,1:1,inv11a&b,AT3G50780,(1 of 102) IPR011333 - POZ domain
Migut.11G091700,MgIM767.11G108000,1:1,inv11a&b,AT4G36860,(1 of 1) PTHR24209:SF25 - PROTEIN DA1-RELATED 1
Migut.11G091800,MgIM767.11G108100,1:1,inv11a&b,AT5G66631,(1 of 1) PTHR47913:SF1 - OS01G0167750 PROTEIN
Migut.11G091900,MgIM767.11G108200,1:1,inv11a&b,AT2G33580,(1 of 1) PTHR45927:SF6 - PROTEIN LYK5
Migut.11G092000,MgIM767.11G108300,1:1,inv11a&b,AT1G19690,"(1 of 1) 4.2.1.46 - dTDP-glucose 4,6-dehydratase. / dTDP-glucose 4,6-dehydratase."
Migut.11G092100,MgIM767.11G108400,1:1,inv11a&b,AT2G23780,(1 of 1) PTHR12313:SF47 - RING-TYPE E3 UBIQUITIN TRANSFERASE
Migut.11G092200,MgIM767.11G108500,1:1,inv11a&b,AT2G23790,"(1 of 1) PTHR13462:SF34 - CALCIUM UNIPORTER PROTEIN 2, MITOCHONDRIAL"
Migut.11G092300,MgIM767.11G108600,1:1,inv11a&b,AT4G34320,(1 of 16) PF05055 - Protein of unknown function (DUF677) (DUF677)
Migut.11G092400,x,IM62+,inv11a&b,AT1G13245,(1 of 3) PTHR47855:SF6 - DEVIL-LIKE PROTEIN
Migut.11G092500,MgIM767.11G108700,1:1,inv11a&b,AT1G67260,(1 of 1) PTHR31072:SF215 - TRANSCRIPTION FACTOR TCP1
Migut.11G092600,MgIM767.11G108800,1:1,inv11a&b,AT5G38650,"(1 of 2) K11599 - proteasome maturation protein (POMP, UMP1)"
Migut.11G092700,MgIM767.11G108900,1:1,inv11a&b,,
x,MgIM767.11G109000,IM767+,inv11a&b,,
Migut.11G092800,MgIM767.11G109100,1:1,inv11a&b,AT5G38640,(1 of 3) K03680 - translation initiation factor eIF-2B subunit delta (EIF2B4)
Migut.11G092900,MgIM767.11G109200,1:1,inv11a&b,AT5G38630,(1 of 1) PTHR10106:SF0 - CYTOCHROME B ASCORBATE-DEPENDENT PROTEIN 3
Migut.11G093000,MgIM767.11G109300,1:1,inv11a&b,AT3G02420,(1 of 1) PTHR12703:SF4 - TRANSMEMBRANE PROTEIN 33
Migut.11G093100,MgIM767.11G109400,1:1,inv11a&b,AT5G38560,(1 of 1) PTHR47982:SF32 - PROTEIN KINASE DOMAIN-CONTAINING PROTEIN
Migut.11G093200,MgIM767.11G109500,1:1,inv11a&b,AT5G15900,(1 of 1) PTHR32285:SF392 - PROTEIN TRICHOME BIREFRINGENCE-LIKE 19
Migut.11G093300,MgIM767.11G109600,1:1,inv11a&b,AT5G15900,(1 of 1) PTHR32285:SF392 - PROTEIN TRICHOME BIREFRINGENCE-LIKE 19
Migut.11G093400,MgIM767.11G109700,1:1,inv11a&b,AT1G14130,(1 of 1) PTHR47990:SF81 - 2-OXOGLUTARATE (2OG) AND FE(II)-DEPENDENT OXYGENASE SUPERFAMILY PROTEIN
Migut.11G093500,MgIM767.11G109800,1:1,inv11a&b,AT1G14130,(1 of 1) PTHR47990:SF81 - 2-OXOGLUTARATE (2OG) AND FE(II)-DEPENDENT OXYGENASE SUPERFAMILY PROTEIN
Migut.11G093600,MgIM767.11G109900,1:1,inv11a&b,AT1G14130,(1 of 1) PTHR47990:SF81 - 2-OXOGLUTARATE (2OG) AND FE(II)-DEPENDENT OXYGENASE SUPERFAMILY PROTEIN
Migut.11G093700,MgIM767.11G110000,1:1,inv11a&b,AT3G30841,(1 of 2) PTHR31209:SF0 - COFACTOR-INDEPENDENT PHOSPHOGLYCERATE MUTASE
Migut.11G093800,MgIM767.11G110100,1:1,inv11a&b,AT3G30775,(1 of 2) 1.5.5.2 - proline dehydrogenase. / proline dehydrogenase.
Migut.11G093900,MgIM767.11G110200,1:1,inv11a&b,AT5G38720,(1 of 1) K14545 - ribosomal RNA-processing protein 7 (RRP7)
Migut.11G094000,MgIM767.11G110300,1:1,inv11a&b,AT5G53820,(1 of 1) PTHR34191:SF11 - ABA-INDUCIBLE PROTEIN-LIKE
x,MgIM767.11G110400,IM767+,inv11a&b,,
x,MgIM767.11G110500,IM767+,inv11a&b,AT3G18190,(1 of 1) K09496 - T-complex protein 1 subunit delta (CCT4)
x,MgIM767.11G110600,IM767+,inv11a&b,AT3G18200,(1 of 1) PTHR31218:SF156 - WAT1-RELATED PROTEIN
Migut.11G094100,MgIM767.11G110700,1:1,inv11a&b,AT5G24920,(1 of 1) PTHR33228:SF85 - PROTEIN GLUTAMINE DUMPER 5
Migut.11G094200,MgIM767.11G110800,1:1,inv11a&b,AT3G02350,(1 of 1) PTHR32116:SF61 - GALACTURONOSYLTRANSFERASE 9-RELATED
Migut.11G094300,MgIM767.11G110900,1:1,inv11a&b,AT5G15830,(1 of 1) PTHR46324:SF15 - BZIP DOMAIN-CONTAINING PROTEIN
Migut.11G094400,MgIM767.11G111000,1:1,inv11a&b,AT5G15680,(1 of 1) PTHR12295:SF30 - PROTEIN FURRY
Migut.11G094500,MgIM767.11G111100,1:1,inv11a&b,AT5G49550,(1 of 1) K16750 - biogenesis of lysosome-related organelles complex 1 subunit 2 (BLOC1S2)
Migut.11G094600,MgIM767.11G111200,1:1,inv11a&b,AT5G15700,"(1 of 1) PTHR10102:SF0 - DNA-DIRECTED RNA POLYMERASE, MITOCHONDRIAL"
Migut.11G094700,MgIM767.11G111300,1:1,inv11a&b,AT2G33730,"(1 of 2) K12858 - ATP-dependent RNA helicase DDX23/PRP28 (DDX23, PRP28)"
Migut.11G094800,MgIM767.11G111400,1:1,inv11a&b,AT5G15750,(1 of 1) K14560 - U3 small nucleolar ribonucleoprotein protein IMP3 (IMP3)
Migut.11G094900,MgIM767.11G111500,1:1,inv11a&b,AT5G15780,(1 of 1) PTHR47273:SF4 - EXPRESSED PROTEIN
Migut.11G095000,MgIM767.11G111600,1:1,inv11a&b,AT3G45080,(1 of 3) PTHR11783:SF179 - CYTOSOLIC SULFOTRANSFERASE 4-RELATED
Migut.11G095100,x,IM62+,inv11a&b,,
x,MgIM767.11G111700,IM767+,inv11a&b,,
x,MgIM767.11G111800,IM767+,inv11a&b,,
Migut.11G095200,MgIM767.11G111900,1:1,inv11a&b,,
Migut.11G095300,x,IM62+,inv11a&b,AT1G68960,(1 of 1) PTHR44259:SF90 - DUF295 DOMAIN-CONTAINING PROTEIN
Migut.11G095400,x,IM62+,inv11a&b,AT5G38190,(1 of 13) PTHR31099:SF51 - DUF1204 DOMAIN-CONTAINING PROTEIN-RELATED
Migut.11G095500,x,IM62+,inv11a&b,,
Migut.11G095600,MgIM767.11G102900,1:1,inv11a&b,AT2G22500,(1 of 1) PTHR45618:SF13 - MITOCHONDRIAL DICARBOXYLATE CARRIER
Migut.11G095700,MgIM767.11G102800,1:1,inv11a&b,AT5G65450,(1 of 1) PTHR24006:SF690 - UBIQUITIN CARBOXYL-TERMINAL HYDROLASE 17
Migut.11G095800,MgIM767.11G102700,1:1,inv11b,AT4G38090,(1 of 1) PTHR16301:SF20 - PROTEIN IMPACT
Migut.11G095900,MgIM767.11G102600,1:1,inv11b,,
Migut.11G096000,MgIM767.11G102500,1:1,inv11b,,
Migut.11G096100,MgIM767.11G102400,1:1,inv11b,,
Migut.11G096200,MgIM767.11G102300,1:1,inv11b,,
Migut.11G096300,MgIM767.11G102200,1:1,inv11b,,
Migut.11G096400,MgIM767.11G102100,1:1,inv11b,AT2G01710,(1 of 1) PTHR45496:SF1 - CHAPERONE DNAJ-DOMAIN SUPERFAMILY PROTEIN
Migut.11G096500,MgIM767.11G102000,1:1,inv11b,AT2G22530,(1 of 1) K05310 - ethanolaminephosphotransferase (GPI7)
Migut.11G096600,MgIM767.11G101900,1:1,inv11b,AT5G10470,(1 of 2) PTHR47972:SF22 - KINESIN-LIKE PROTEIN KIN-14A-RELATED
Migut.11G096700,MgIM767.11G101800,1:1,inv11b,AT1G09820,(1 of 8) PTHR47933:SF32 - OS06G0111300 PROTEIN
Migut.11G096800,MgIM767.11G101700,1:1,inv11b,AT4G24530,(1 of 1) PTHR31933:SF24 - O-FUCOSYLTRANSFERASE 31
Migut.11G096900,MgIM767.11G101600,1:1,inv11b,AT5G10490,"(1 of 1) PTHR43634:SF2 - MECHANOSENSITIVE ION CHANNEL PROTEIN 2, CHLOROPLASTIC"
Migut.11G097000,MgIM767.11G101500,1:1,inv11b,AT4G38070,(1 of 1) PTHR45287:SF4 - OS03G0691500 PROTEIN
Migut.11G097100,MgIM767.11G101400,1:1,inv11b,AT4G38060,
Migut.11G097200,MgIM767.11G101300,1:1,inv11b,AT1G09720,(1 of 1) PTHR31631:SF3 - KINASE INTERACTING (KIP1-LIKE) PROTEIN-RELATED
Migut.11G097300,MgIM767.11G101200,1:1,inv11b,AT2G22570,(1 of 1) PTHR47297:SF3 - NICOTINAMIDASE 1
Migut.11G097400,x,IM62+,inv11b,AT5G65490,(1 of 1) PTHR13060:SF0 - PROTEIN SGT1
Migut.11G097500,MgIM767.11G101100,1:1,inv11b,AT5G65490,(1 of 1) PTHR13060:SF0 - PROTEIN SGT1
Migut.11G097600,MgIM767.11G101000,1:1,inv11b,AT5G65495,(1 of 22) IPR009053 - Prefoldin
Migut.11G097700,MgIM767.11G100900,1:1,inv11b,AT3G42860,(1 of 3) PF00098//PF06839 - Zinc knuckle (zf-CCHC) // GRF zinc finger (zf-GRF)
Migut.11G097800,MgIM767.11G100800,1:1,inv11b,AT4G38050,(1 of 1) PTHR11119:SF54 - NUCLEOBASE-ASCORBATE TRANSPORTER 11
Migut.11G097900,MgIM767.11G100700,1:1,inv11b,AT5G10510,(1 of 1) PTHR32467:SF155 - AP2-LIKE ETHYLENE-RESPONSIVE TRANSCRIPTION FACTOR AIL6
Migut.11G098000,x,IM62+,inv11b,AT5G10510,(1 of 1) PTHR32467:SF155 - AP2-LIKE ETHYLENE-RESPONSIVE TRANSCRIPTION FACTOR AIL6
Migut.11G098100,MgIM767.11G100600,1:1,inv11b,AT5G65520,(1 of 1) PTHR44858:SF16 - TETRATRICOPEPTIDE REPEAT (TPR)-LIKE SUPERFAMILY PROTEIN
Migut.11G098200,MgIM767.11G100500,1:1,inv11b,AT5G65530,(1 of 1) PTHR47987:SF7 - PROTEIN KINASE SUPERFAMILY PROTEIN
Migut.11G098300,MgIM767.11G100400,1:1,inv11b,AT3G13230,"(1 of 1) K11884 - RNA-binding protein PNO1 (PNO1, DIM2)"
Migut.11G098400,MgIM767.11G100300,1:1,inv11b,AT3G13230,"(1 of 1) K11884 - RNA-binding protein PNO1 (PNO1, DIM2)"
Migut.11G098500,MgIM767.11G100200,1:1,inv11b,AT5G65590,(1 of 3) PTHR31992:SF361 - DOF ZINC FINGER PROTEIN DOF4.3-RELATED
Migut.11G098600,MgIM767.11G100100,1:1,inv11b,AT3G11220,(1 of 1) K11375 - elongator complex protein 4 (ELP4)
Migut.11G098700,MgIM767.11G100000,1:1,inv11b,AT4G37990,(1 of 1) PTHR42683:SF65 - CINNAMYL ALCOHOL DEHYDROGENASE 8
Migut.11G098800,MgIM767.11G099900,1:1,inv11b,AT4G37990,(1 of 1) PTHR42683:SF65 - CINNAMYL ALCOHOL DEHYDROGENASE 8
Migut.11G098900,MgIM767.11G099800,1:1,inv11b,AT4G37990,(1 of 1) PTHR42683:SF65 - CINNAMYL ALCOHOL DEHYDROGENASE 8
x,MgIM767.11G099700,IM767+,inv11b,,"(1 of 19) IPR003614//IPR036574 - Knottin, scorpion toxin-like // Knottin, scorpion toxin-like superfamily"
x,MgIM767.11G099600,IM767+,inv11b,AT2G31957,"(1 of 19) IPR003614//IPR036574 - Knottin, scorpion toxin-like // Knottin, scorpion toxin-like superfamily"
x,MgIM767.11G099500,IM767+,inv11b,AT3G48231,"(1 of 116) IPR003614 - Knottin, scorpion toxin-like"
Migut.11G099000,MgIM767.11G099400,1:1,inv11b,AT1G18250,(1 of 1) PTHR31048:SF48 - THAUMATIN-LIKE PROTEIN
Migut.11G099100,MgIM767.11G099300,1:1,inv11b,,"(1 of 19) IPR003614//IPR036574 - Knottin, scorpion toxin-like // Knottin, scorpion toxin-like superfamily"
Migut.11G099200,MgIM767.11G099200,1:1,inv11b,AT1G09910,(1 of 1) PTHR32018:SF8 - RHAMNOGALACTURONATE LYASE-LIKE PROTEIN
Migut.11G099300,MgIM767.11G099100,1:1,inv11b,AT1G14920,(1 of 2) PTHR31636:SF271 - DELLA PROTEIN GAI-RELATED
Migut.11G099400,MgIM767.11G099000,1:1,inv11b,AT2G18620,"(1 of 1) PTHR43281:SF24 - GERANYLGERANYL PYROPHOSPHATE SYNTHASE 7, CHLOROPLASTIC"
Migut.11G099500,MgIM767.11G098900,1:1,inv11b,AT5G16710,"(1 of 1) PTHR44420:SF1 - GLUTATHIONE S-TRANSFERASE DHAR3, CHLOROPLASTIC"
Migut.11G099600,MgIM767.11G098800,1:1,inv11b,AT5G28040,"(1 of 22) PF04504 - Protein of unknown function, DUF573 (DUF573)"
x,MgIM767.11G098700,IM767+,inv11b,,"(1 of 1) IPR009094 - Disulphide bond isomerase, DsbC, N-terminal"
Migut.11G099700,MgIM767.11G098600,1:1,inv11b,AT5G46800,(1 of 1) PTHR45624:SF12 - MITOCHONDRIAL SUBSTRATE CARRIER FAMILY PROTEIN S-RELATED
Migut.11G099800,MgIM767.11G098500,1:1,inv11b,AT5G16720,(1 of 1) PTHR31448:SF54 - MYOSIN-BINDING PROTEIN 3
Migut.11G099900,MgIM767.11G098400,1:1,inv11b,AT1G14900,(1 of 1) PTHR11467:SF103 - HMG-Y-RELATED PROTEIN A
Migut.11G100000,MgIM767.11G098300,1:1,inv11b,AT1G59720,(1 of 1) PTHR47928:SF57 - OS07G0191500 PROTEIN
Migut.11G100100,MgIM767.11G098200,1:1,inv11b,AT5G37710,(1 of 1) PTHR46398:SF7 - ALPHA_BETA-HYDROLASES SUPERFAMILY PROTEIN
Migut.11G100200,MgIM767.11G098100,1:1,inv11b,AT1G66250,"(1 of 1) PTHR32227:SF52 - GLUCAN ENDO-1,3-BETA-GLUCOSIDASE 2"
Migut.11G100300,MgIM767.11G098000,1:1,inv11b,AT5G16610,(1 of 1) PTHR47871:SF2 - NAC DOMAIN-CONTAINING PROTEIN
Migut.11G100400,MgIM767.11G097900,1:1,inv11b,AT5G16600,(1 of 2) PTHR47999:SF32 - PROTEIN ODORANT1-LIKE
Migut.11G100500,MgIM767.11G097800,1:1,inv11b,AT5G66460,"(1 of 1) PTHR31451:SF60 - MANNAN ENDO-1,4-BETA-MANNOSIDASE 7"
Migut.11G100600,MgIM767.11G097700,1:1,inv11b,AT5G66460,"(1 of 1) PTHR31451:SF60 - MANNAN ENDO-1,4-BETA-MANNOSIDASE 7"
Migut.11G100700,MgIM767.11G097600,1:1,inv11b,AT5G37680,(1 of 1) PTHR45732:SF12 - ADP-RIBOSYLATION FACTOR-LIKE PROTEIN 8C
Migut.11G100800,MgIM767.11G097500,1:1,inv11b,,(1 of 13) PF09425 - Jas motif (Jas_motif)
Migut.11G100900,MgIM767.11G097400,1:1,inv11b,AT3G43440,(1 of 2) PTHR33077:SF143 - PROTEIN TIFY 3A-RELATED
Migut.11G101000,MgIM767.11G097300,1:1,inv11b,AT1G48480,(1 of 1) PTHR48010:SF85 - PROTEIN KINASE DOMAIN-CONTAINING PROTEIN
Migut.11G101100,MgIM767.11G097200,1:1,inv11b,AT1G48480,(1 of 1) PTHR48010:SF85 - PROTEIN KINASE DOMAIN-CONTAINING PROTEIN
Migut.11G101200,MgIM767.11G097100,1:1,inv11b,AT5G17190,(1 of 1) PTHR12701:SF38 - ENDOPLASMIC RETICULUM TRANSMEMBRANE PROTEIN
Migut.11G101300,MgIM767.11G097000,1:1,inv11b,AT5G37670,(1 of 2) PTHR11527:SF175 - HEAT SHOCK PROTEIN 42
Migut.11G101400,MgIM767.11G096900,1:1,inv11b,AT5G01750,(1 of 3) PTHR31087:SF58 - PROTEIN LURP-ONE-RELATED 1-RELATED
Migut.11G101500,MgIM767.11G096800,1:1,inv11b,AT2G01670,"(1 of 1) PTHR12629:SF62 - NUDIX HYDROLASE 17, MITOCHONDRIAL"
Migut.11G101600,MgIM767.11G096700,1:1,inv11b,AT5G37630,"(1 of 1) K06678 - condensin complex subunit 3 (YCG1, CAPG)"
Migut.11G101700,MgIM767.11G096600,1:1,inv11b,AT5G37600,(1 of 1) PTHR20852:SF115 - GLUTAMINE SYNTHETASE CYTOSOLIC ISOZYME 1-1
Migut.11G101800,MgIM767.11G096500,1:1,inv11b,AT5G37550,(1 of 1) PTHR34665:SF4 - DUF4005 DOMAIN-CONTAINING PROTEIN
Migut.11G101900,x,IM62+,inv11b,AT5G66460,"(1 of 1) PTHR31451:SF60 - MANNAN ENDO-1,4-BETA-MANNOSIDASE 7"
Migut.11G102000,MgIM767.11G096400,1:1,inv11b,AT5G66460,"(1 of 1) PTHR31451:SF60 - MANNAN ENDO-1,4-BETA-MANNOSIDASE 7"
Migut.11G102100,MgIM767.11G096300,1:1,inv11b,AT1G09680,(1 of 8) PTHR47933:SF32 - OS06G0111300 PROTEIN
Migut.11G102200,MgIM767.11G096200,1:1,inv11b,AT5G37540,(1 of 2) PTHR47965:SF51 - EUKARYOTIC ASPARTYL PROTEASE FAMILY PROTEIN
Migut.11G102300,MgIM767.11G096100,1:1,inv11b,AT5G37510,(1 of 1) K03934 - NADH dehydrogenase (ubiquinone) Fe-S protein 1 (NDUFS1)
Migut.11G102400,MgIM767.11G096000,1:1,inv11b,AT3G56830,(1 of 1) IPR007572//IPR036259 - Uncharacterised protein family Ycf20 // MFS transporter superfamily
x,MgIM767.11G095900,IM767+,inv11b,AT2G17760,(1 of 1) PTHR13683:SF826 - ASPARTYL PROTEASE FAMILY PROTEIN 1
x,MgIM767.11G095800,IM767+,inv11b,AT2G17760,(1 of 1) PTHR13683:SF826 - ASPARTYL PROTEASE FAMILY PROTEIN 1
x,MgIM767.11G095700,IM767+,inv11b,AT2G17760,(1 of 1) PTHR13683:SF826 - ASPARTYL PROTEASE FAMILY PROTEIN 1
x,MgIM767.11G095600,IM767+,inv11b,AT3G26040,(1 of 1) PTHR31623:SF59 - HXXXD-TYPE ACYL-TRANSFERASE FAMILY PROTEIN
Migut.11G102500,x,IM62+,inv11b,AT2G24840,(1 of 1) PTHR11945:SF778 - AGAMOUS-LIKE MADS-BOX PROTEIN AGL61
Migut.11G102600,MgIM767.11G095500,1:1,inv11b,AT1G21970,(1 of 1) PTHR11064:SF115 - NUCLEAR TRANSCRIPTION FACTOR Y SUBUNIT B-9
Migut.11G102700,x,IM62+,inv11b,AT1G21280,(1 of 1) PTHR37610:SF105 - COPIA-LIKE POLYPROTEIN_RETROTRANSPOSON
x,MgIM767.11G095400,IM767+,inv11b,AT5G54650,(1 of 1) PTHR23213:SF269 - FORMIN-LIKE PROTEIN 5
x,MgIM767.11G095300,IM767+,inv11b,,(1 of 4) PTHR33147:SF165 - DRO1 PROTEIN-RELATED
x,MgIM767.11G095200,IM767+,inv11b,,(1 of 4) PTHR33147:SF165 - DRO1 PROTEIN-RELATED
x,MgIM767.11G095100,IM767+,inv11b,AT3G18670,(1 of 2) IPR002110//IPR026961//IPR036259//IPR036770 - Ankyrin repeat // PGG domain // MFS transporter superfamily // Ankyrin repeat-containing domain superfamily
Migut.11G102800,MgIM767.11G095000,1:1,inv11b,AT3G52640,(1 of 1) K06171 - nicastrin (NCSTN)
Migut.11G102900,MgIM767.11G094900,1:1,inv11b,AT5G37530,(1 of 1) PTHR43267:SF2 - TRNA THREONYLCARBAMOYLADENOSINE DEHYDRATASE 1-RELATED
Migut.11G103000,MgIM767.11G094700,1:1,inv11b,AT3G07530,(1 of 1) K13146 - integrator complex subunit 9 (INTS9)
Migut.11G103100,MgIM767.11G094800,1:1,inv11b,AT3G02860,"(1 of 1) K13104 - zinc finger protein 830 (ZNF830, CCDC16)"
Migut.11G103200,MgIM767.11G094600,1:1,inv11b,AT3G02850,(1 of 1) PTHR45743:SF3 - POTASSIUM CHANNEL SKOR
Migut.11G103300,MgIM767.11G094500,1:1,inv11b,,
Migut.11G103400,MgIM767.11G094400,1:1,inv11b,AT4G01240,(1 of 1) PTHR44067:SF1 - S-ADENOSYL-L-METHIONINE-DEPENDENT METHYLTRANSFERASES SUPERFAMILY PROTEIN
x,MgIM767.11G094300,IM767+,inv11b,AT5G07680,(1 of 1) PTHR31744:SF89 - NAC DOMAIN-CONTAINING PROTEIN 79
Migut.11G103500,MgIM767.11G094200,1:1,inv11b,AT3G23240,(1 of 1) K14516 - ethylene-responsive transcription factor 1 (ERF1)
Migut.11G103600,MgIM767.11G094100,1:1,inv11b,AT3G23240,(1 of 1) K14516 - ethylene-responsive transcription factor 1 (ERF1)
x,MgIM767.11G094000,IM767+,inv11b,AT3G23240,(1 of 1) K14516 - ethylene-responsive transcription factor 1 (ERF1)
Migut.11G103700,MgIM767.11G093900,1:1,inv11b,AT3G23240,(1 of 1) K14516 - ethylene-responsive transcription factor 1 (ERF1)
Migut.11G103800,MgIM767.11G093800,1:1,inv11b,AT3G23240,(1 of 1) K14516 - ethylene-responsive transcription factor 1 (ERF1)
Migut.11G103900,x,IM62+,inv11b,AT1G70520,(1 of 1) PTHR47973:SF2 - CYSTEINE-RICH RECEPTOR-LIKE PROTEIN KINASE 2
Migut.11G104000,MgIM767.11G093700,1:1,inv11b,,(1 of 1) PTHR47973:SF19 - OS11G0470500 PROTEIN
Migut.11G104100,MgIM767.11G093600,1:1,inv11b,AT5G16560,(1 of 1) PTHR31496:SF69 - TRANSCRIPTION REPRESSOR KAN1
Migut.11G104200,MgIM767.11G093500,1:1,inv11b,AT1G35210,(1 of 1) PTHR34046:SF7 - OS02G0758200 PROTEIN
Migut.11G104300,MgIM767.11G093400,1:1,inv11b,AT5G16550,LDAP Interacting Protein
Migut.11G104400,MgIM767.11G093300,1:1,inv11b,AT1G66080,(1 of 1) PTHR12925:SF0 - PROTEIN HIKESHI
Migut.11G104500,MgIM767.11G093200,1:1,inv11b,AT5G37478,(1 of 15) PF06886 - Targeting protein for Xklp2 (TPX2) domain (TPX2)
Migut.11G104600,MgIM767.11G093100,1:1,inv11b,AT5G37370,(1 of 1) K12850 - pre-mRNA-splicing factor 38B (PRPF38B)
Migut.11G104700,MgIM767.11G093000,1:1,inv11b,AT4G05230,(1 of 11) PTHR10621:SF38 - UBIQUITIN DOMAIN-CONTAINING PROTEIN 7SL RNA1-RELATED
